Country Name,Country Code,Year,Value
Liechtenstein,LIE,2020,6405870210.32293
Sri Lanka,LKA,2020,84304298770.5329
Lower middle income,LMC,2020,6102312002456.38
Low & middle income,LMY,2020,29521428086822.8
Lesotho,LSO,2020,2053699870.07191
Late-demographic dividend,LTE,2020,22553187301005.7
Lithuania,LTU,2020,57412038533.2718
Luxembourg,LUX,2020,73699366700.2134
Latvia,LVA,2020,33379927434.6149
Macau SAR,MAC,2020,25343525935.8358
Morocco,MAR,2020,121353645057.144
Monaco,MCO,2020,6730736282.78961
Moldova,MDA,2020,11530746234.4492
Madagascar,MDG,2020,13051441203.9474
Maldives,MDV,2020,3712604583.36665
Middle East & North Africa,MEA,2020,3207935509914.13
Mexico,MEX,2020,1121064767261.88
Marshall Islands,MHL,2020,241800000.0
Middle income,MIC,2020,29078432184056.6
North Macedonia,MKD,2020,12361036913.8409
Mali,MLI,2020,17465392764.3706
Malta,MLT,2020,16385919535.6742
Myanmar,MMR,2020,79006113643.1906
Middle East & North Africa (excluding high income),MNA,2020,1328872852321.83
Montenegro,MNE,2020,4769996866.00758
Mongolia,MNG,2020,13312981429.0891
Northern Mariana Islands,MNP,2020,866000000.0
Mozambique,MOZ,2020,14235420174.1884
Mauritania,MRT,2020,8260752385.23089
Mauritius,MUS,2020,11408106446.3144
Malawi,MWI,2020,11769313597.8545
Malaysia,MYS,2020,337456163961.211
North America,NAC,2020,23016676877000.2
Namibia,NAM,2020,10583748541.5258
New Caledonia,NCL,2020,9454629467.91408
Niger,NER,2020,13744653103.058
Nigeria,NGA,2020,432198898467.795
Nicaragua,NIC,2020,12681569254.2815
Netherlands,NLD,2020,932560861701.17
Norway,NOR,2020,367633418886.627
Nepal,NPL,2020,33433659301.2466
Nauru,NRU,2020,124530027.301054
New Zealand,NZL,2020,212697530897.56
OECD members,OED,2020,53000805354035.6
Oman,OMN,2020,75909492847.8544
Other small states,OSS,2020,181482110538.085
Pakistan,PAK,2020,300425609817.981
Panama,PAN,2020,57059846500.0
Peru,PER,2020,201409694755.934
Philippines,PHL,2020,361751145451.597
Palau,PLW,2020,258990843.75
Papua New Guinea,PNG,2020,23848447849.7467
Poland,POL,2020,605914237903.742
Pre-demographic dividend,PRE,2020,1311363780282.47
Puerto Rico,PRI,2020,103130900000.0
Portugal,PRT,2020,229618773422.577
Paraguay,PRY,2020,35432178068.1814
West Bank and Gaza,PSE,2020,15531700000.0
Pacific island small states,PSS,2020,9516738321.20753
Post-demographic dividend,PST,2020,50140842033868.0
French Polynesia,PYF,2020,5792545870.80614
Qatar,QAT,2020,144411363345.27
Romania,ROU,2020,252033792712.145
Russia,RUS,2020,1493075894362.14
Rwanda,RWA,2020,10174387374.3478
South Asia,SAS,2020,3493120726808.9
Saudi Arabia,SAU,2020,734271200000.0
Sudan,SDN,2020,27034593750.0
Senegal,SEN,2020,24530513037.7518
Singapore,SGP,2020,349488382610.662
Solomon Islands,SLB,2020,1536145814.17007
Sierra Leone,SLE,2020,6688594757.62129
El Salvador,SLV,2020,24921190000.0
San Marino,SMR,2020,1544714493.24409
Somalia,SOM,2020,8628393719.99922
Serbia,SRB,2020,55874017668.998
Sub-Saharan Africa (excluding high income),SSA,2020,1721810881901.34
Sub-Saharan Africa,SSF,2020,1723193433652.91
Small states,SST,2020,222762059252.071
Sao Tome and Principe,STP,2020,471229484.607144
Suriname,SUR,2020,2911807496.20227
Slovakia,SVK,2020,107732602896.441
Slovenia,SVN,2020,53384760135.1581
Sweden,SWE,2020,545147614972.141
Eswatini,SWZ,2020,4105756862.55271
Sint Maarten (Dutch part),SXM,2020,1236428100.55866
Seychelles,SYC,2020,1382551751.56908
Syria,SYR,2020,12047752036.091
Turks and Caicos Islands,TCA,2020,774653669.315186
Chad,TCD,2020,10715396042.3343
East Asia & Pacific (IDA & IBRD countries),TEA,2020,17474730731538.4
Europe & Central Asia (IDA & IBRD countries),TEC,2020,3916846154218.45
Togo,TGO,2020,7400284167.78479
Thailand,THA,2020,500461898480.246
Tajikistan,TJK,2020,8133963550.65742
Turkmenistan,TKM,2020,45818000000.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,4561922258737.73
Timor-Leste,TLS,2020,2162619200.0
Middle East & North Africa (IDA & IBRD countries),TMN,2020,1313341152321.83
Tonga,TON,2020,496856295.76752
South Asia (IDA & IBRD),TSA,2020,3493120726808.9
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,1723193433652.91
Trinidad and Tobago,TTO,2020,20807716174.0546
Tunisia,TUN,2020,42491780918.361
Turkiye,TUR,2020,720338490327.248
Tuvalu,TUV,2020,51746594.3148543
Tanzania,TZA,2020,66068737786.0639
Uganda,UGA,2020,37600368241.6657
Ukraine,UKR,2020,156617722013.342
Upper middle income,UMC,2020,22976120181600.3
Uruguay,URY,2020,53668636567.8667
United States,USA,2020,21354105000000.0
Uzbekistan,UZB,2020,66443265418.3086
St. Vincent and the Grenadines,VCT,2020,869111111.111111
Virgin Islands (U.S.),VIR,2020,4229000000.0
Viet Nam,VNM,2020,346615738537.796
Vanuatu,VUT,2020,909421043.508407
World,WLD,2020,85763013427792.9
Samoa,WSM,2020,868898358.266437
Kosovo,XKX,2020,7717145217.81247
South Africa,ZAF,2020,337974655408.055
Zambia,ZMB,2020,18137764930.651
Zimbabwe,ZWE,2020,26867936444.6826
Aruba,ABW,2021,2929446578.25104
Africa Eastern and Southern,AFE,2021,1085745178850.97
Afghanistan,AFG,2021,14259995441.0759
Africa Western and Central,AFW,2021,849312422223.205
Angola,AGO,2021,66505129987.7235
Albania,ALB,2021,18032010563.7558
Andorra,AND,2021,3324647529.381
Arab World,ARB,2021,2969239218342.03
United Arab Emirates,ARE,2021,415178792769.884
Argentina,ARG,2021,486564085480.036
Armenia,ARM,2021,13878908628.9378
American Samoa,ASM,2021,750000000.0
Antigua and Barbuda,ATG,2021,1601366666.66667
Australia,AUS,2021,1556735770437.26
Austria,AUT,2021,480467037338.783
Azerbaijan,AZE,2021,54825411764.7059
Burundi,BDI,2021,2775798697.46022
Belgium,BEL,2021,598494036474.409
Benin,BEN,2021,17690083519.9323
Burkina Faso,BFA,2021,19697516284.3787
Bangladesh,BGD,2021,416271647911.014
Bulgaria,BGR,2021,84417951260.8091
Bahrain,BHR,2021,40840212765.9574
Bahamas,BHS,2021,11368900000.0
Bosnia and Herzegovina,BIH,2021,23672712242.2149
Belarus,BLR,2021,69673747131.87
Belize,BLZ,2021,2420550000.0
Bermuda,BMU,2021,7286607000.0
Bolivia,BOL,2021,40406111695.179
Brazil,BRA,2021,1670647399034.67
Barbados,BRB,2021,5275242050.0
Brunei,BRN,2021,14006496614.3195
Bhutan,BTN,2021,2768802959.60794
Botswana,BWA,2021,18750946600.1423
Central African Republic,CAF,2021,2516498412.46384
Canada,CAN,2021,2007472181464.15
Central Europe and the Baltics,CEB,2021,1926804401016.02
Switzerland,CHE,2021,813408787222.499
Channel Islands,CHI,2021,11157002972.5829
Chile,CHL,2021,315515014838.539
China,CHN,2021,17820459508852.2
Cote d'Ivoire,CIV,2021,72794636653.7793
Cameroon,CMR,2021,45011937346.8384
"Congo, Dem. Rep.",COD,2021,55328482783.5393
"Congo, Rep.",COG,2021,14825690210.9157
Colombia,COL,2021,318524633225.395
Comoros,COM,2021,1296089479.91978
Cabo Verde,CPV,2021,2051842609.64558
Costa Rica,CRI,2021,64960725734.1965
Caribbean small states,CSS,2021,37091445807.6818
Curacao,CUW,2021,2739608156.42458
Cayman Islands,CYM,2021,6060026520.10608
Cyprus,CYP,2021,30372874319.6285
Czech Republic,CZE,2021,290972714482.313
Germany,DEU,2021,4348297440387.53
Djibouti,DJI,2021,3385825228.86997
Dominica,DMA,2021,555266666.666667
Denmark,DNK,2021,408378204639.999
Dominican Republic,DOM,2021,94243425938.3647
Algeria,DZA,2021,186231205262.082
East Asia & Pacific (excluding high income),EAP,2021,20849863760041.9
Early-demographic dividend,EAR,2021,12811302058068.8
East Asia & Pacific,EAS,2021,31155716955057.3
Europe & Central Asia (excluding high income),ECA,2021,1670340541088.59
Europe & Central Asia,ECS,2021,25523993209132.2
Ecuador,ECU,2021,107435101000.0
Egypt,EGY,2021,424671765455.704
Euro area,EMU,2021,14917737268178.2
Spain,ESP,2021,1461244901852.69
Estonia,EST,2021,37204563051.4723
Ethiopia,ETH,2021,111261882958.426
European Union,EUU,2021,17496551469916.3
Fragile and conflict affected situations,FCS,2021,1786326958459.63
Finland,FIN,2021,294223210496.119
Fiji,FJI,2021,4305031630.81808
France,FRA,2021,2966433692008.09
Faroe Islands,FRO,2021,3664686796.62669
"Micronesia, Fed. Sts.",FSM,2021,390000000.0
Gabon,GAB,2021,19444935097.2395
United Kingdom,GBR,2021,3143323050707.26
Georgia,GEO,2021,18853115588.8106
Ghana,GHA,2021,79524421861.2743
Guinea,GIN,2021,17069115737.8259
Gambia,GMB,2021,2014158842.14596
Guinea-Bissau,GNB,2021,1853796455.89489
Equatorial Guinea,GNQ,2021,12215878032.7166
Greece,GRC,2021,218303801895.326
Grenada,GRD,2021,1122800000.0
Greenland,GRL,2021,3235809504.29871
Guatemala,GTM,2021,86478835636.3813
Guam,GUM,2021,6234000000.0
Guyana,GUY,2021,8041363893.04556
High income,HIC,2021,62737887026890.0
Hong Kong SAR,HKG,2021,368954169748.818
Honduras,HND,2021,28144331506.6149
Heavily indebted poor countries (HIPC),HPC,2021,905796942446.21
Croatia,HRV,2021,69006802298.6956
Haiti,HTI,2021,20877414952.6375
Hungary,HUN,2021,182109999477.691
IBRD only,IBD,2021,35763964842420.9
IDA & IBRD total,IBT,2021,38431269006646.3
IDA total,IDA,2021,2668547717370.14
IDA blend,IDB,2021,1114246944908.41
Indonesia,IDN,2021,1186509691070.97
IDA only,IDX,2021,1554300772461.73
Isle of Man,IMN,2021,7931193222.06405
India,IND,2021,3167270623260.47
Ireland,IRL,2021,531306516907.984
Iran,IRN,2021,383436202446.695
Iraq,IRQ,2021,209691945713.103
Iceland,ISL,2021,25825287184.3818
Israel,ISR,2021,489708278893.053
Italy,ITA,2021,2179207773596.09
Jamaica,JAM,2021,14657586127.0331
Jordan,JOR,2021,46296100140.8451
Japan,JPN,2021,5034620784584.98
Kazakhstan,KAZ,2021,197112255360.612
Kenya,KEN,2021,109703658904.994
Kyrgyz Republic,KGZ,2021,9249133946.26531
Cambodia,KHM,2021,36790163687.4421
Kiribati,KIR,2021,289339292.157301
St. Kitts and Nevis,KNA,2021,858622222.222222
South Korea,KOR,2021,1818432106880.04
Kuwait,KWT,2021,148459291453.471
Latin America & Caribbean (excluding high income),LAC,2021,4693445308215.29
Laos,LAO,2021,18827148530.9347
Lebanon,LBN,2021,23131941556.7843
Liberia,LBR,2021,3513049500.0
Libya,LBY,2021,35217995647.2862
St. Lucia,LCA,2021,1867185185.18518
Latin America & Caribbean,LCN,2021,5581050600056.69
Least developed countries: UN classification,LDC,2021,1279711995341.63
Low income,LIC,2021,474823152496.384
Liechtenstein,LIE,2021,7710380085.92257
Sri Lanka,LKA,2021,88609324901.9774
Lower middle income,LMC,2021,6911861585177.34
Low & middle income,LMY,2021,34778125922181.4
Lesotho,LSO,2021,2412130056.55851
Late-demographic dividend,LTE,2021,26910414198858.4
Lithuania,LTU,2021,67037321008.9679
Luxembourg,LUX,2021,85584105993.8746
Latvia,LVA,2021,38185125732.9451
Macau SAR,MAC,2021,30969334705.0515
St. Martin (French part),MAF,2021,649206262.847519
Morocco,MAR,2021,142022058447.231
Monaco,MCO,2021,8623242743.29564
Moldova,MDA,2021,13691869264.0794
Madagascar,MDG,2021,14554754116.5427
Maldives,MDV,2021,5252457369.55218
Middle East & North Africa,MEA,2021,3807870128264.03
Mexico,MEX,2021,1316569466932.59
Marshall Islands,MHL,2021,258900000.0
Middle income,MIC,2021,34301140512398.2
North Macedonia,MKD,2021,14000283827.0154
Mali,MLI,2021,19309463508.0377
Malta,MLT,2021,19718565605.433
Myanmar,MMR,2021,66345291160.1683
Middle East & North Africa (excluding high income),MNA,2021,1552753180082.25
Montenegro,MNE,2021,5861427505.12493
Mongolia,MNG,2021,15286441737.6686
Northern Mariana Islands,MNP,2021,914000000.0
Mozambique,MOZ,2021,16168055475.4449
Mauritania,MRT,2021,9222536364.01272
Mauritius,MUS,2021,11484348857.8529
Malawi,MWI,2021,12378129750.9872
Malaysia,MYS,2021,373784823672.946
North America,NAC,2021,25695929788464.2
Namibia,NAM,2021,12402486183.6396
New Caledonia,NCL,2021,10071349663.8484
Niger,NER,2021,14915002436.069
Nigeria,NGA,2021,440833635873.827
Nicaragua,NIC,2021,14144060853.1362
Netherlands,NLD,2021,1054472123449.6
Norway,NOR,2021,503367986030.268
Nepal,NPL,2021,36924841394.2605
Nauru,NRU,2021,175513984.500084
New Zealand,NZL,2021,253644079784.977
OECD members,OED,2021,59169601457959.2
Oman,OMN,2021,87323797139.1417
Other small states,OSS,2021,212298327078.213
Pakistan,PAK,2021,348516647445.148
Panama,PAN,2021,67396392500.0
Peru,PER,2021,226354278280.885
Philippines,PHL,2021,394087359848.11
Palau,PLW,2021,235752906.25
Papua New Guinea,PNG,2021,26109413522.3081
Poland,POL,2021,689170230665.35
Pre-demographic dividend,PRE,2021,1439355516489.74
Puerto Rico,PRI,2021,106426600000.0
Portugal,PRT,2021,256055879091.139
Paraguay,PRY,2021,39950899938.7482
West Bank and Gaza,PSE,2021,18109000000.0
Pacific island small states,PSS,2021,9552334875.22912
Post-demographic dividend,PST,2021,55828871385191.0
French Polynesia,PYF,2021,6150640646.38319
Qatar,QAT,2021,179732009554.846
Romania,ROU,2021,286578196368.297
Russia,RUS,2021,1843392293734.38
Rwanda,RWA,2021,11069280649.6459
South Asia,SAS,2021,4079874340683.11
Saudi Arabia,SAU,2021,874156000000.0
Sudan,SDN,2021,34229513774.9936
Senegal,SEN,2021,27520784129.7508
Singapore,SGP,2021,434111559282.849
Solomon Islands,SLB,2021,1522794913.0914
Sierra Leone,SLE,2021,7165214367.64956
El Salvador,SLV,2021,29043140000.0
San Marino,SMR,2021,1855395999.76534
Somalia,SOM,2021,9483997404.25227
Serbia,SRB,2021,66159884072.5308
Sub-Saharan Africa (excluding high income),SSA,2021,1933570427279.37
Sub-Saharan Africa,SSF,2021,1935057601074.18
Small states,SST,2021,258942107761.124
Sao Tome and Principe,STP,2021,524402455.54816
Suriname,SUR,2021,3107923197.96954
Slovakia,SVK,2021,120592216208.386
Slovenia,SVN,2021,61529280461.092
Sweden,SWE,2021,637186904843.636
Eswatini,SWZ,2021,4737671576.32851
Sint Maarten (Dutch part),SXM,2021,1353071061.45251
Seychelles,SYC,2021,1487173794.80528
Syria,SYR,2021,14353205678.4991
Turks and Caicos Islands,TCA,2021,1045782453.5755
Chad,TCD,2021,11779981332.8631
East Asia & Pacific (IDA & IBRD countries),TEA,2021,20824108313726.3
Europe & Central Asia (IDA & IBRD countries),TEC,2021,4642906015416.13
Togo,TGO,2021,8342243645.94438
Thailand,THA,2021,506256494297.34
Tajikistan,TJK,2021,8937805347.13963
Turkmenistan,TKM,2021,50007428571.4286
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,5313451270078.42
Timor-Leste,TLS,2021,3624889700.0
Middle East & North Africa (IDA & IBRD countries),TMN,2021,1534644180082.25
Tonga,TON,2021,518228012.09129
South Asia (IDA & IBRD),TSA,2021,4079874340683.1
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,1935057601074.18
Trinidad and Tobago,TTO,2021,24496397204.7176
Tunisia,TUN,2021,46812290143.344
Turkiye,TUR,2021,819865223976.115
Tuvalu,TUV,2021,60196405.7138393
Tanzania,TZA,2021,70655628147.8986
Uganda,UGA,2021,40529788748.6737
Ukraine,UKR,2021,199765859570.935
Upper middle income,UMC,2021,27390623700501.0
Uruguay,URY,2021,60760798595.5436
United States,USA,2021,23681171000000.0
Uzbekistan,UZB,2021,77340060003.0347
St. Vincent and the Grenadines,VCT,2021,872225925.925926
Virgin Islands (U.S.),VIR,2021,4507000000.0
Viet Nam,VNM,2021,366474752771.009
Vanuatu,VUT,2021,950394006.532514
World,WLD,2021,97848299706454.8
Samoa,WSM,2021,843923638.733018
Kosovo,XKX,2021,9413403724.01899
South Africa,ZAF,2021,420886877628.703
Zambia,ZMB,2021,22096416932.0089
Zimbabwe,ZWE,2021,27240515108.8049
Aruba,ABW,2022,3279343543.60416
Africa Eastern and Southern,AFE,2022,1191423176242.96
Afghanistan,AFG,2022,14497243872.1337
Africa Western and Central,AFW,2022,883973910898.854
Angola,AGO,2022,104399746853.401
Albania,ALB,2022,19017242585.7803
Andorra,AND,2022,3380612573.32922
Arab World,ARB,2022,3609805711776.49
United Arab Emirates,ARE,2022,502731935197.487
Argentina,ARG,2022,632790070063.124
Armenia,ARM,2022,19513506553.1251
American Samoa,ASM,2022,871000000.0
Antigua and Barbuda,ATG,2022,1867733333.33333
Australia,AUS,2022,1690858246994.43
Austria,AUT,2022,471773629830.381
Azerbaijan,AZE,2022,78807470588.2353
Burundi,BDI,2022,3338722827.65691
Belgium,BEL,2022,593438820508.173
Benin,BEN,2022,17401746309.2655
Burkina Faso,BFA,2022,18820218690.5948
Bangladesh,BGD,2022,460131688909.301
Bulgaria,BGR,2022,90642851835.8996
Bahrain,BHR,2022,46680398936.1702
Bahamas,BHS,2022,13136400000.0
Bosnia and Herzegovina,BIH,2022,24534663636.1778
Belarus,BLR,2022,73775179924.603
Belize,BLZ,2022,2846700000.0
Bermuda,BMU,2022,7827980000.0
Bolivia,BOL,2022,44008282877.9606
Brazil,BRA,2022,1951923942083.32
Barbados,BRB,2022,6257303500.0
Brunei,BRN,2022,16681536442.5498
Bhutan,BTN,2022,2898227743.13545
Botswana,BWA,2022,20321958850.0363
Central African Republic,CAF,2022,2382618615.01694
Canada,CAN,2022,2161483369422.01
Central Europe and the Baltics,CEB,2022,1955925827813.51
Switzerland,CHE,2022,818426550206.45
Channel Islands,CHI,2022,11308300346.3725
Chile,CHL,2022,302116539409.03
China,CHN,2022,17881782683707.3
Cote d'Ivoire,CIV,2022,70173140101.4315
Cameroon,CMR,2022,44347206072.5513
"Congo, Dem. Rep.",COD,2022,65801547619.5815
"Congo, Rep.",COG,2022,15817030154.6941
Colombia,COL,2022,345329875078.512
Comoros,COM,2022,1242519407.77603
Cabo Verde,CPV,2022,2247003347.63376
Costa Rica,CRI,2022,69243626028.5936
Caribbean small states,CSS,2022,48740490013.1088
Curacao,CUW,2022,3075180834.72417
Cayman Islands,CYM,2022,6600843963.37585
Cyprus,CYP,2022,30976176886.8521
Czech Republic,CZE,2022,301831228325.556
Germany,DEU,2022,4163596357879.39
Djibouti,DJI,2022,3674298479.07676
Dominica,DMA,2022,607159259.259259
Denmark,DNK,2022,401945576107.963
Dominican Republic,DOM,2022,113537368176.13
Algeria,DZA,2022,225638456572.143
East Asia & Pacific (excluding high income),EAP,2022,21124945071215.4
Early-demographic dividend,EAR,2022,14147623772391.9
East Asia & Pacific,EAS,2022,30673443320595.9
Europe & Central Asia (excluding high income),ECA,2022,1817978495944.86
Europe & Central Asia,ECS,2022,25662572829777.2
Ecuador,ECU,2022,116586079000.0
Egypt,EGY,2022,476747720364.742
Euro area,EMU,2022,14452048668851.0
Spain,ESP,2022,1446498147749.03
Estonia,EST,2022,38376046174.971
Ethiopia,ETH,2022,126772703047.701
European Union,EUU,2022,16995332000257.8
Fragile and conflict affected situations,FCS,2022,1964841634349.73
Finland,FIN,2022,280241515774.32
Fiji,FJI,2022,4969503560.7735
France,FRA,2022,2796302210398.84
Faroe Islands,FRO,2022,3566698397.6602
"Micronesia, Fed. Sts.",FSM,2022,430000000.0
Gabon,GAB,2022,20440655695.1804
United Kingdom,GBR,2022,3114042471144.39
Georgia,GEO,2022,24984568959.605
Ghana,GHA,2022,74263364041.8742
Guinea,GIN,2022,19910452541.9219
Gambia,GMB,2022,2204734527.88096
Guinea-Bissau,GNB,2022,1796608530.82267
Equatorial Guinea,GNQ,2022,13687643435.6249
Greece,GRC,2022,218880566444.349
Grenada,GRD,2022,1224577777.77778
Guatemala,GTM,2022,95630524813.106
Guam,GUM,2022,6910000000.0
Guyana,GUY,2022,14718387016.7866
High income,HIC,2022,64961263426035.5
Hong Kong SAR,HKG,2022,358681066274.469
Honduras,HND,2022,31426041806.7985
Heavily indebted poor countries (HIPC),HPC,2022,983601535350.123
Croatia,HRV,2022,71198635101.9514
Haiti,HTI,2022,20253551920.5516
Hungary,HUN,2022,177006128624.627
IBRD only,IBD,2022,37711987599830.9
IDA & IBRD total,IBT,2022,40596809224874.0
IDA total,IDA,2022,2885452928535.09
IDA blend,IDB,2022,1208339576445.76
Indonesia,IDN,2022,1319076267291.51
IDA only,IDX,2022,1677113352089.33
India,IND,2022,3353470496886.33
Ireland,IRL,2022,548570250341.987
Iran,IRN,2022,394362621793.035
Iraq,IRQ,2022,286640340965.517
Iceland,ISL,2022,28770206626.5564
Israel,ISR,2022,525000415276.678
Italy,ITA,2022,2102995942720.44
Jamaica,JAM,2022,17097760723.9201
Jordan,JOR,2022,48764963380.2817
Japan,JPN,2022,4256410760723.75
Kazakhstan,KAZ,2022,225496328925.494
Kenya,KEN,2022,114448978152.637
Kyrgyz Republic,KGZ,2022,12134931017.9465
Cambodia,KHM,2022,39994532959.6074
Kiribati,KIR,2022,270841698.369345
St. Kitts and Nevis,KNA,2022,981429629.62963
South Korea,KOR,2022,1673916511799.71
Kuwait,KWT,2022,183940215065.171
Latin America & Caribbean (excluding high income),LAC,2022,5393055179435.19
Laos,LAO,2022,15468785203.7532
Lebanon,LBN,2022,20992421948.8081
Liberia,LBR,2022,4001047000.0
Libya,LBY,2022,43246297921.8499
St. Lucia,LCA,2022,2342703703.7037
Latin America & Caribbean,LCN,2022,6344871239270.21
Least developed countries: UN classification,LDC,2022,1435846906574.13
Low income,LIC,2022,547199942824.132
Liechtenstein,LIE,2022,7361504432.19331
Sri Lanka,LKA,2022,74144870023.4244
Lower middle income,LMC,2022,7371395678679.62
Low & middle income,LMY,2022,36465232446694.9
Lesotho,LSO,2022,2354683088.71995
Late-demographic dividend,LTE,2022,28079439418908.5
Lithuania,LTU,2022,71033884499.7824
Luxembourg,LUX,2022,81641807865.7591
Latvia,LVA,2022,38018905782.397
Macau SAR,MAC,2022,24999113475.8368
Morocco,MAR,2022,130951926351.241
Monaco,MCO,2022,8800430486.17137
Moldova,MDA,2022,14510490660.2516
Madagascar,MDG,2022,15134700203.0497
Maldives,MDV,2022,6177118113.94637
Middle East & North Africa,MEA,2022,4475708600082.35
Mexico,MEX,2022,1464312692331.58
Marshall Islands,MHL,2022,253400000.0
Middle income,MIC,2022,35917683987563.7
North Macedonia,MKD,2022,13932436550.0883
Mali,MLI,2022,18780322203.7584
Malta,MLT,2022,19209979975.2323
Myanmar,MMR,2022,62253049891.6449
Middle East & North Africa (excluding high income),MNA,2022,1741921040109.65
Montenegro,MNE,2022,6229801580.79157
Mongolia,MNG,2022,17146471713.748
Northern Mariana Islands,MNP,2022,1096000000.0
Mozambique,MOZ,2022,18883528581.3734
Mauritania,MRT,2022,9557966698.25369
Mauritius,MUS,2022,12927979286.0453
Malawi,MWI,2022,12429060150.742
Malaysia,MYS,2022,407605841348.235
North America,NAC,2022,28176204349422.0
Namibia,NAM,2022,12567271004.6761
New Caledonia,NCL,2022,9623318718.31459
Niger,NER,2022,15433852712.2963
Nigeria,NGA,2022,477403400101.174
Nicaragua,NIC,2022,15649897116.8965
Netherlands,NLD,2022,1046540797548.64
Norway,NOR,2022,593726965415.619
Nepal,NPL,2022,41182939600.67
Nauru,NRU,2022,156803087.302496
New Zealand,NZL,2022,246733522841.353
OECD members,OED,2022,60691333186116.5
Oman,OMN,2022,111943823146.944
Other small states,OSS,2022,228425738381.928
Pakistan,PAK,2022,374890295666.694
Panama,PAN,2022,76276116700.0
Peru,PER,2022,246488757636.211
Philippines,PHL,2022,404353369604.631
Palau,PLW,2022,255591062.5
Papua New Guinea,PNG,2022,31647277767.3976
Poland,POL,2022,695607470875.276
Pre-demographic dividend,PRE,2022,1647527579588.04
Puerto Rico,PRI,2022,113567200000.0
Portugal,PRT,2022,256898675068.927
Paraguay,PRY,2022,41952910858.0846
West Bank and Gaza,PSE,2022,19165500000.0
Pacific island small states,PSS,2022,10339409999.0409
Post-demographic dividend,PST,2022,57066750903167.4
French Polynesia,PYF,2022,5814661208.90544
Qatar,QAT,2022,235709325708.341
Romania,ROU,2022,296354358293.475
Russia,RUS,2022,2266029240645.34
Rwanda,RWA,2022,13316160895.0447
South Asia,SAS,2022,4327392880815.64
Saudi Arabia,SAU,2022,1108571466666.67
Sudan,SDN,2022,51666875363.0963
Senegal,SEN,2022,27619479059.6131
Singapore,SGP,2022,498474540987.78
Solomon Islands,SLB,2022,1566360686.10632
Sierra Leone,SLE,2022,7119137321.90082
El Salvador,SLV,2022,31988920000.0
San Marino,SMR,2022,1831700577.08904
Somalia,SOM,2022,10202767269.9603
Serbia,SRB,2022,66797564758.339
Sub-Saharan Africa (excluding high income),SSA,2022,2073339118621.98
Sub-Saharan Africa,SSF,2022,2075397087141.81
Small states,SST,2022,287505638394.077
Sao Tome and Principe,STP,2022,540809499.189348
Suriname,SUR,2022,3791603200.0259
Slovakia,SVK,2022,115928615553.286
Slovenia,SVN,2022,59927702746.2843
Sweden,SWE,2022,579895717343.956
Eswatini,SWZ,2022,4695372785.0814
Sint Maarten (Dutch part),SXM,2022,1537088715.0838
Seychelles,SYC,2022,2057968519.83091
Syria,SYR,2022,23622827079.5047
Turks and Caicos Islands,TCA,2022,1228794382.95121
Chad,TCD,2022,12396807588.4082
East Asia & Pacific (IDA & IBRD countries),TEA,2022,21098845523342.9
Europe & Central Asia (IDA & IBRD countries),TEC,2022,5237811052696.8
Togo,TGO,2022,8169476148.95692
Thailand,THA,2022,495645210972.751
Tajikistan,TJK,2022,10713525200.3998
Turkmenistan,TKM,2022,58972000000.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,6049066571917.19
Timor-Leste,TLS,2022,3208594000.0
Middle East & North Africa (IDA & IBRD countries),TMN,2022,1722755540109.65
Tonga,TON,2022,518180042.241509
South Asia (IDA & IBRD),TSA,2022,4327392880815.64
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,2075397087141.81
Trinidad and Tobago,TTO,2022,30053446092.0128
Tunisia,TUN,2022,44579761022.8993
Turkiye,TUR,2022,907118434653.505
Tuvalu,TUV,2022,59065982.0873657
Tanzania,TZA,2022,75769974505.0106
Uganda,UGA,2022,45565333210.9108
Ukraine,UKR,2022,161989520721.19
Upper middle income,UMC,2022,28547068404946.9
Uruguay,URY,2022,70164683290.3776
United States,USA,2022,26006893000000.0
Uzbekistan,UZB,2022,90095926567.4359
St. Vincent and the Grenadines,VCT,2022,966492592.592592
Virgin Islands (U.S.),VIR,2022,4672000000.0
Viet Nam,VNM,2022,410324028883.325
Vanuatu,VUT,2022,1022219297.50335
World,WLD,2022,101770911729948.0
Samoa,WSM,2022,832945205.637185
Kosovo,XKX,2022,9354903061.8898
South Africa,ZAF,2022,406920004594.074
Zambia,ZMB,2022,29163782140.4858
Zimbabwe,ZWE,2022,32789751736.3323
